4,1,77
5,5,77
6,6,77
7,3,77
1,2,78
2,4,78
3,7,78
4,1,78
5,5,78
6,3,78
7,6,78
1,2,79
2,4,79
3,7,79
4,5,79
5,6,79
6,3,79
7,1,79
1,2,80
2,4,80
3,7,80
4,5,80
5,6,80
6,1,80
7,3,80
1,2,81
2,4,81
3,7,81
4,5,81
5,1,81
6,6,81
7,3,81
1,2,82
2,4,82
3,7,82
4,5,82
5,1,82
6,3,82
7,6,82
1,2,83
2,4,83
3,7,83
4,5,83
5,3,83
6,6,83
7,1,83
1,2,84
2,4,84
3,7,84
4,5,84
5,3,84
6,1,84
7,6,84
1,2,85
2,4,85
3,7,85
4,3,85
5,1,85
6,6,85
7,5,85
1,2,86
2,4,86
3,7,86
4,3,86
5,1,86
6,5,86
7,6,86
1,2,87
2,4,87
3,7,87
4,3,87
5,5,87
6,1,87
7,6,87
1,2,88
2,4,88
3,7,88
4,3,88
5,5,88
6,6,88
7,1,88
1,2,89
2,4,89
3,7,89
4,3,89
5,6,89
6,5,89
7,1,89
1,2,90
2,4,90
3,7,90
4,3,90
5,6,90
6,1,90
7,5,90
1,2,91
2,4,91
3,7,91
4,6,91
5,1,91
6,5,91
7,3,91
1,2,92
2,4,92
3,7,92
4,6,92
5,1,92
6,3,92
7,5,92
1,2,93
2,4,93
3,7,93
4,6,93
5,5,93
6,3,93
7,1,93
1,2,94
2,4,94
3,7,94
4,6,94
5,5,94
6,1,94
7,3,94
1,2,95
2,4,95
3,7,95
4,6,95
5,3,95
6,1,95
7,5,95
1,2,96
2,4,96
3,7,96
4,6,96
5,3,96
6,5,96
7,1,96
1,2,97
2,4,97
3,6,97
4,7,97
5,5,97
6,1,97
7,3,97
1,2,98
2,4,98
3,6,98
4,7,98
5,5,98
6,3,98
7,1,98
1,2,99
2,4,99
3,6,99
4,7,99
5,1,99
6,5,99
7,3,99
1,2,100
2,4,100
3,6,100
4,7,100
5,1,100
6,3,100
7,5,100
1,2,101
2,4,101
3,6,101
4,7,101
5,3,101
6,1,101
7,5,101
1,2,102
2,4,102
3,6,102
4,7,102
5,3,102
6,5,102
7,1,102
1,2,103
2,4,103
3,6,103
4,5,103
5,1,103
6,3,103
7,7,103
1,2,104
2,4,104
3,6,104
4,5,104
5,1,104
6,7,104
7,3,104
1,2,105
2,4,105
3,6,105
4,5,105
5,7,105
6,3,105
7,1,105
1,2,106
2,4,106
3,6,106
4,5,106
5,7,106
6,1,106
7,3,106
1,2,107
2,4,107
3,6,107
4,5,107
5,3,107
6,1,107
7,7,107
1,2,108
2,4,108
3,6,108
4,5,108
5,3,108
6,7,108
7,1,108
1,2,109
2,4,109
3,6,109
4,1,109
5,7,109
6,3,109
7,5,109
1,2,110
2,4,110
3,6,110
4,1,110
5,7,110
6,5,110
7,3,110
1,2,111
2,4,111
3,6,111
4,1,111
5,3,111
6,7,111
7,5,111
1,2,112
2,4,112
3,6,112
4,1,112
5,3,112
6,5,112
7,7,112
1,2,113
2,4,113
3,6,113
4,1,113
5,5,113
6,3,113
7,7,113
1,2,114
2,4,114
3,6,114
4,1,114
5,5,114
6,7,114
7,3,114
1,2,115
2,4,115
3,6,115
4,3,115
5,1,115
6,5,115
7,7,115
1,2,116
2,4,116
3,6,116
4,3,116
5,1,116
6,7,116
7,5,116
1,2,117
2,4,117
3,6,117
4,3,117
5,5,117
6,7,117
7,1,117
1,2,118
2,4,118
3,6,118
4,3,118
5,5,118
6,1,118
7,7,118
1,2,119
2,4,119
3,6,119
4,3,119
5,7,119
6,1,119
7,5,119
1,2,120
2,4,120
3,6,120
4,3,120
5,7,120
6,5,120
7,1,120
1,2,121
2,4,121
3,5,121
4,6,121
5,1,121
6,3,121
7,7,121
1,2,122
2,4,122
3,5,122
4,6,122
5,1,122
6,7,122
7,3,122
1,2,123
2,4,123
3,5,123
4,6,123
5,3,123
6,7,123
7,1,123
1,2,124
2,4,124
3,5,124
4,6,124
5,3,124
6,1,124
7,7,124
1,2,125
2,4,125
3,5,125
4,6,125
5,7,125
6,3,125
7,1,125
1,2,126
2,4,126
3,5,126
4,6,126
5,7,126
6,1,126
7,3,126
1,2,127
2,4,127
3,5,127
4,7,127
5,3,127
6,1,127
7,6,127
1,2,128
2,4,128
3,5,128
4,7,128
5,3,128
6,6,128
7,1,128
1,2,129
2,4,129
3,5,129
4,7,129
5,6,129
6,1,129
7,3,129
1,2,130
2,4,130
3,5,130
4,7,130
5,6,130
6,3,130
7,1,130
1,2,131
2,4,131
3,5,131
4,7,131
5,1,131
6,3,131
7,6,131
1,2,132
2,4,132
3,5,132
4,7,132
5,1,132
6,6,132
7,3,132
1,2,133
2,4,133
3,5,133
4,1,133
5,3,133
6,6,133
7,7,133
1,2,134
2,4,134
3,5,134
4,1,134
5,6,134
6,7,134
7,3,134
1,2,135
2,4,135
3,5,135
4,1,135
5,6,135
6,3,135
7,7,135
1,2,136
2,4,136
3,5,136
4,1,136
5,7,136
6,3,136
7,6,136
1,2,137
2,4,137
3,5,137
4,1,137
5,7,137
6,6,137
7,3,137
1,2,138
2,4,138
3,5,138
4,3,138
5,7,138
6,1,138
7,6,138
1,2,139
2,4,139
3,5,139
4,3,139
5,7,139
6,6,139
7,1,139
1,2,140
2,4,140
3,5,140
4,3,140
5,1,140
6,6,140
7,7,140
1,2,141
2,4,141
3,5,141
4,3,141
5,6,141
6,7,141
7,1,141
1,2,142
2,4,142
3,5,142
4,3,142
5,6,142
6,1,142
7,7,142
1,2,143
2,4,143
3,1,143
4,7,143
5,3,143
6,5,143
7,6,143
1,2,144
2,4,144
3,1,144
4,7,144
5,3,144
6,6,144
7,5,144
1,2,145
2,4,145
3,1,145
4,7,145
5,6,145
6,5,145
7,3,145
1,2,146
2,4,146
3,1,146
4,7,146
5,6,146
6,3,146
7,5,146
1,2,147
2,4,147
3,1,147
4,7,147
5,5,147
6,6,147
7,3,147
1,2,148
2,4,148
3,1,148
4,7,148
5,5,148
6,3,148
7,6,148
1,2,149
2,4,149
3,1,149
4,5,149
5,3,149
6,6,149
7,7,149
1,2,150
2,4,150
3,1,150
4,5,150
5,6,150
6,3,150
7,7,150
1,2,151
2,4,151
3,1,151
4,5,151
5,6,151
6,7,151
7,3,151
1,2,152
2,4,152
3,1,152
4,5,152
5,7,152
6,3,152
7,6,152
1,2,153
2,4,153
3,1,153
4,5,153
5,7,153
6,6,153
7,3,153
1,2,154
2,4,154
3,1,154
4,3,154
5,6,154
6,5,154
7,7,154
1,2,155
2,4,155
3,1,155
4,3,155
5,6,155
6,7,155
7,5,155
1,2,156
2,4,156
3,1,156
4,3,156
5,5,156
6,6,156
7,7,156
1,2,157
2,4,157
3,1,157
4,3,157
5,7,157
6,6,157
7,5,157
1,2,158
2,4,158
3,1,158
4,3,158
5,7,158
6,5,158
7,6,158
1,2,159
2,4,159
3,1,159
4,6,159
5,7,159
6,5,159
7,3,159
1,2,160
2,4,160
3,1,160
4,6,160
5,7,160
6,3,160
7,5,160
1,2,161
2,4,161
3,1,161
4,6,161
5,3,161
6,5,161
7,7,161
1,2,162
2,4,162
3,1,162
4,6,162
5,3,162
6,7,162
7,5,162
1,2,163
2,4,163
3,1,163
4,6,163
5,5,163
6,3,163
7,7,163
1,2,164
2,4,164
3,1,164
4,6,164
5,5,164
6,7,164
7,3,164
1,2,165
2,4,165
3,3,165
4,7,165
5,1,165
6,6,165
7,5,165
1,2,166
2,4,166
3,3,166
4,7,166
5,1,166
6,5,166
7,6,166
1,2,167
2,4,167
3,3,167
4,7,167
5,5,167
6,1,167
7,6,167
1,2,168
2,4,168
3,3,168
4,7,168
5,5,168
6,6,168
7,1,168
1,2,169
2,4,169
3,3,169
4,7,169
5,6,169
6,5,169
7,1,169
1,2,170
2,4,170
3,3,170
4,7,170
5,6,170
6,1,170
7,5,170
1,2,171
2,4,171
3,3,171
4,1,171
5,6,171
6,7,171
7,5,171
1,2,172
2,4,172
3,3,172
4,1,172
5,6,172
6,5,172
7,7,172
1,2,173
2,4,173
3,3,173
4,1,173
5,7,173
6,5,173
7,6,173
1,2,174
2,4,174
3,3,174
4,1,174
5,7,174
6,6,174
7,5,174
1,2,175
2,4,175
3,3,175
4,1,175
5,5,175
6,6,175
7,7,175
1,2,176
2,4,176
3,3,176
4,6,176
5,1,176
6,5,176
7,7,176
1,2,177
2,4,177
3,3,177
4,6,177
5,7,177
6,1,177
7,5,177
1,2,178
2,4,178
3,3,178
4,6,178
5,7,178
6,5,178
7,1,178
1,2,179
2,4,179
3,3,179
4,6,179
5,5,179
6,7,179
7,1,179
1,2,180
2,4,180
3,3,180
4,6,180
5,5,180
6,1,180
7,7,180
1,2,181
2,4,181
3,3,181
4,5,181
5,7,181
6,6,181
7,1,181
1,2,182
2,4,182
3,3,182
4,5,182
5,7,182
6,1,182
7,6,182
1,2,183
2,4,183
3,3,183
4,5,183
5,6,183
6,7,183
7,1,183
1,2,184
2,4,184
3,3,184
4,5,184
5,6,184
6,1,184
7,7,184
1,2,185
2,4,185
3,3,185
4,5,185
5,1,185
6,6,185
7,7,185
1,2,186
2,7,186
3,3,186
4,4,186
5,1,186
6,6,186
7,5,186
1,2,187
2,7,187
3,3,187
4,4,187
5,1,187
6,5,187
7,6,187
1,2,188
2,7,188
3,3,188
4,4,188
5,5,188
6,6,188
7,1,188
1,2,189
2,7,189
3,3,189
4,4,189
5,5,189
6,1,189
7,6,189
1,2,190
2,7,190
3,3,190
4,4,190
5,6,190
6,1,190
7,5,190
1,2,191
2,7,191
3,3,191
4,4,191
5,6,191
6,5,191
7,1,191
1,2,192
2,7,192
3,3,192
4,1,192
5,4,192
6,6,192
7,5,192
1,2,193
2,7,193
3,3,193
4,1,193
5,4,193
6,5,193
7,6,193
1,2,194
2,7,194
3,3,194
4,1,194
5,5,194
6,6,194
7,4,194
1,2,195
2,7,195
3,3,195
4,1,195
5,6,195
6,4,195
7,5,195
1,2,196
2,7,196
3,3,196
4,1,196
5,6,196
6,5,196
7,4,196
1,2,197
2,7,197
3,3,197
4,5,197
5,6,197
6,1,197
7,4,197
1,2,198
2,7,198
3,3,198
4,5,198
5,6,198
6,4,198
7,1,198
1,2,199
2,7,199
3,3,199
4,5,199
5,1,199
6,6,199
7,4,199
1,2,200
2,7,200
3,3,200
4,5,200
5,4,200
6,1,200
7,6,200
1,2,201
2,7,201
3,3,201
4,5,201
5,4,201
6,6,201
7,1,201
1,2,202
2,7,202
3,1,202
4,3,202
5,6,202
6,5,202
7,4,202
1,2,203
2,7,203
3,1,203
4,3,203
5,6,203
6,4,203
7,5,203
1,2,204
2,7,204
3,1,204
4,3,204
5,4,204
6,5,204
7,6,204
1,2,205
2,7,205
3,1,205
4,3,205
5,4,205
6,6,205
7,5,205
1,2,206
2,7,206
3,1,206
4,3,206
5,5,206
6,6,206
7,4,206
1,2,207
2,7,207
3,1,207
4,5,207
5,4,207
6,6,207
7,3,207
1,2,208
2,7,208
3,1,208
4,5,208
5,4,208
6,3,208
7,6,208
1,2,209
2,7,209
3,1,209
4,5,209
5,3,209
6,6,209
7,4,209
1,2,210
2,7,210
3,1,210
4,5,210
5,6,210
6,3,210
7,4,210
1,2,211
2,7,211
3,1,211
4,5,211
5,6,211
6,4,211
7,3,211
1,2,212
2,7,212
3,1,212
4,4,212
5,6,212
6,3,212
7,5,212
1,2,213
2,7,213
3,1,213
4,4,213
5,6,213
6,5,213
7,3,213
1,2,214
2,7,214
3,1,214
4,4,214
5,5,214
6,3,214
7,6,214
1,2,215
2,7,215
3,1,215
4,4,215
5,5,215
6,6,215
7,3,215
1,2,216
2,7,216
3,1,216
4,4,216
5,3,216
6,6,216
7,5,216
1,2,217
2,7,217
3,1,217
4,4,217
5,3,217
6,5,217
7,6,217
1,2,218
2,7,218
3,4,218
4,3,218
5,6,218
6,1,218
7,5,218
1,2,219
2,7,219
3,4,219
4,3,219
5,6,219
6,5,219
7,1,219
1,2,220
2,7,220
3,4,220
4,3,220
5,5,220
6,6,220
7,1,220
1,2,221
2,7,221
3,4,221
4,3,221
5,1,221
6,6,221
7,5,221
1,2,222
2,7,222
3,4,222
4,3,222
5,1,222
6,5,222
7,6,222
1,2,223
2,7,223
3,4,223
4,1,223
5,5,223
6,3,223
7,6,223
1,2,224
2,7,224
3,4,224
4,1,224
5,5,224
6,6,224
7,3,224
1,2,225
2,7,225
3,4,225
4,1,225
5,6,225
6,5,225
7,3,225
1,2,226
2,7,226
3,4,226
4,1,226
5,6,226
6,3,226
7,5,226
1,2,227
2,7,227
3,4,227
4,1,227
5,3,227
6,5,227
7,6,227
1,2,228
2,7,228
3,4,228
4,1,228
5,3,228
6,6,228
7,5,228
1,2,229
2,7,229
3,4,229
4,5,229
5,3,229
6,6,229
7,1,229
1,2,230
2,7,230
3,4,230
4,5,230
5,1,230
6,6,230
7,3,230
1,2,231
2,7,231
3,4,231
4,5,231
5,6,231
6,3,231
7,1,231
1,2,232
2,7,232
3,5,232
4,3,232
5,1,232
6,6,232
7,4,232
1,2,233
2,7,233
3,5,233
4,3,233
5,6,233
6,4,233
7,1,233
1,2,234
2,7,234
3,5,234
4,3,234
5,4,234
6,6,234
7,1,234
1,2,235
2,7,235
3,5,235
4,1,235
5,4,235
6,6,235
7,3,235
1,2,236
2,7,236
3,5,236
4,1,236
5,6,236
6,4,236
7,3,236
1,2,237
2,7,237
3,5,237
4,1,237
5,6,237
6,3,237
7,4,237
1,2,238
2,7,238
3,5,238
4,1,238
5,3,238
6,6,238
7,4,238
1,2,239
2,7,239
3,5,239
4,4,239
5,3,239
6,6,239
7,1,239
1,2,240
2,7,240
3,5,240
4,4,240
5,6,240
6,3,240
7,1,240
1,2,241
2,7,241
3,5,241
4,4,241
5,1,241
6,6,241
7,3,241
1,2,242
2,7,242
3,6,242
4,4,242
5,1,242
6,5,242
7,3,242
1,2,243
2,7,243
3,6,243
4,4,243
5,1,243
6,3,243
7,5,243
1,2,244
2,7,244
3,6,244
4,4,244
5,5,244
6,3,244
7,1,244
1,2,245
2,7,245
3,6,245
4,4,245
5,3,245
6,5,245
7,1,245
1,2,246
2,7,246
3,6,246
4,1,246
5,4,246
6,3,246
7,5,246
1,2,247
2,7,247
3,6,247
4,1,247
5,4,247
6,5,247
7,3,247
1,2,248
2,7,248
3,6,248
4,1,248
5,5,248
6,3,248
7,4,248
1,2,249
2,7,249
3,6,249
4,1,249
5,5,249
6,4,249
7,3,249
1,2,250
2,7,250
3,6,250
4,1,250
5,3,250
6,5,250
7,4,250
1,2,251
2,7,251
3,6,251
4,1,251
5,3,251
6,4,251
7,5,251
1,2,252
2,7,252
3,6,252
4,5,252
5,1,252
6,4,252
7,3,252
1,2,253
2,7,253
3,6,253
4,5,253
5,1,253
6,3,253
7,4,253
1,2,254
2,7,254
3,6,254
4,5,254
5,3,254
6,4,254
7,1,254
1,2,255
2,7,255
3,6,255
4,5,255
5,4,255
6,3,255
7,1,255
1,2,256
2,7,256
3,6,256
4,3,256
5,5,256
6,4,256
7,1,256
1,2,257
2,7,257
3,6,257
4,3,257
5,4,257
6,5,257
7,1,257
1,2,258
2,7,258
3,6,258
4,3,258
5,1,258
6,5,258
7,4,258
1,2,259
2,7,259
3,6,259
4,3,259
5,1,259
6,4,259
7,5,259
1,2,260
2,5,260
3,6,260
4,3,260
5,7,260
6,4,260
7,1,260
1,2,261
2,5,261
3,6,261
4,3,261
5,1,261
6,4,261
7,7,261
1,2,262
2,5,262
3,6,262
4,3,262
5,1,262
6,7,262
7,4,262
1,2,263
2,5,263
3,6,263
4,3,263
5,4,263
6,7,263
7,1,263
1,2,264
2,5,264
3,6,264
4,7,264
5,3,264
6,4,264
7,1,264
1,2,265
2,5,265
3,6,265
4,7,265
5,1,265
6,4,265
7,3,265
1,2,266
2,5,266
3,6,266
4,7,266
5,1,266
6,3,266
7,4,266
1,2,267
2,5,267
3,6,267
4,7,267
5,4,267
6,3,267
7,1,267
1,2,268
2,5,268
3,6,268
4,1,268
5,7,268
6,4,268
7,3,268
1,2,269
2,5,269
3,6,269
4,1,269
5,7,269
6,3,269
7,4,269
1,2,270
2,5,270
3,6,270
4,1,270
5,4,270
6,3,270
7,7,270
1,2,271
2,5,271
3,6,271
4,1,271
5,3,271
6,4,271
7,7,271
1,2,272
2,5,272
3,6,272
4,1,272
5,3,272
6,7,272
7,4,272
1,2,273
2,5,273
3,6,273
4,4,273
5,7,273
6,3,273
7,1,273
1,2,274
2,5,274
3,6,274
4,4,274
5,1,274
6,7,274
7,3,274
1,2,275
2,5,275
3,6,275
4,4,275
5,1,275
6,3,275
7,7,275
1,2,276
2,5,276
3,6,276
4,4,276
5,3,276
6,7,276
7,1,276
1,2,277
2,5,277
3,3,277
4,4,277
5,7,277
6,6,277
7,1,277
1,2,278
2,5,278
3,3,278
4,4,278
5,1,278
6,6,278
7,7,278
1,2,279
2,5,279
3,3,279
4,4,279
5,6,279
6,7,279
7,1,279
1,2,280
2,5,280
3,3,280
4,1,280
5,4,280
6,6,280
7,7,280
1,2,281
2,5,281
3,3,281
4,1,281
5,6,281
6,4,281
7,7,281
1,2,282
2,5,282
3,3,282
4,1,282
5,6,282
6,7,282
7,4,282
1,2,283
2,5,283
3,3,283
4,1,283
5,7,283
6,6,283
7,4,283
1,2,284
2,5,284
3,3,284
4,6,284
5,7,284
6,4,284
7,1,284
1,2,285
2,5,285
3,3,285
4,6,285
5,1,285
6,4,285
7,7,285
1,2,286
2,5,286
3,3,286
4,7,286
5,4,286
6,6,286
7,1,286
1,2,287
2,5,287
3,3,287
4,7,287
5,1,287
6,6,287
7,4,287
1,2,288
2,5,288
3,3,288
4,7,288
5,6,288
6,4,288
7,1,288
1,2,289
2,5,289
3,1,289
4,4,289
5,3,289
6,6,289
7,7,289
1,2,290
2,5,290
3,1,290
4,4,290
5,7,290
6,6,290
7,3,290
1,2,291
2,5,291
3,1,291
4,4,291
5,7,291
6,3,291
7,6,291
1,2,292
2,5,292
3,1,292
4,4,292
5,6,292
6,3,292
7,7,292
1,2,293
2,5,293
3,1,293
4,4,293
5,6,293
6,7,293
7,3,293
1,2,294
2,5,294
3,1,294
4,3,294
5,7,294
6,6,294
7,4,294
1,2,295
2,5,295
3,1,295
4,3,295
5,4,295
6,6,295
7,7,295
1,2,296
2,5,296
3,1,296
4,3,296
5,6,296
6,7,296
7,4,296
1,2,297
2,5,297
3,1,297
4,3,297
5,6,297
6,4,297
7,7,297
1,2,298
2,5,298
3,1,298
4,7,298
5,4,298
6,3,298
7,6,298
1,2,299
2,5,299
3,1,299
4,7,299
5,4,299
6,6,299
7,3,299
1,2,300
2,5,300
3,1,300
4,7,300
5,3,300
6,6,300
7,4,300
1,2,301
2,5,301
3,1,301
4,7,301
5,6,301
6,4,301
7,3,301
1,2,302
2,5,302
3,1,302
4,7,302
5,6,302
6,3,302
7,4,302
1,2,303
2,5,303
3,1,303
4,6,303
5,3,303
6,4,303
7,7,303
1,2,304
2,5,304
3,1,304
4,6,304
5,4,304
6,3,304
7,7,304
1,2,305
2,5,305
3,1,305
4,6,305
5,7,305
6,4,305
7,3,305
1,2,306
2,5,306
3,1,306
4,6,306
5,7,306
6,3,306
7,4,306
1,2,307
2,5,307
3,7,307
4,4,307
5,1,307
6,6,307
7,3,307
1,2,308
2,5,308
3,7,308
4,4,308
5,1,308
6,3,308
7,6,308
1,2,309
2,5,309
3,7,309
4,4,309
5,3,309
6,6,309
7,1,309
1,2,310
2,5,310
3,7,310
4,4,310
5,6,310
6,3,310
7,1,310
1,2,311
2,5,311
3,7,311
4,6,311
5,1,311
6,3,311
7,4,311
1,2,312
2,5,312
3,7,312
4,6,312
5,1,312
6,4,312
7,3,312
1,2,313
2,5,313
3,7,313
4,6,313
5,3,313
6,4,313
7,1,313
1,2,314
2,5,314
3,7,314
4,6,314
5,4,314
6,3,314
7,1,314
1,2,315
2,5,315
3,7,315
4,1,315
5,3,315
6,6,315
7,4,315
1,2,316
2,5,316
3,7,316
4,1,316
5,6,316
6,3,316
7,4,316
1,2,317
2,5,317
3,7,317
4,1,317
5,6,317
6,4,317
7,3,317
1,2,318
2,5,318
3,7,318
4,1,318
5,4,318
6,3,318
7,6,318
1,2,319
2,5,319
3,7,319
4,1,319
5,4,319
6,6,319
7,3,319
1,2,320
2,5,320
3,7,320
4,3,320
5,1,320
6,6,320
7,4,320
1,2,321
2,5,321
3,7,321
4,3,321
5,4,321
6,6,321
7,1,321
1,2,322
2,5,322
3,7,322
4,3,322
5,6,322
6,4,322
7,1,322
1,2,323
2,5,323
3,4,323
4,6,323
5,7,323
6,3,323
7,1,323
1,2,324
2,5,324
3,4,324
4,6,324
5,1,324
6,3,324
7,7,324
1,2,325
2,5,325
3,4,325
4,1,325
5,6,325
6,7,325
7,3,325
1,2,326
2,5,326
3,4,326
4,1,326
5,6,326
6,3,326
7,7,326
1,2,327
2,5,327
3,4,327
4,1,327
5,3,327
6,6,327
7,7,327
1,2,328
2,5,328
3,4,328
4,1,328
5,7,328
6,6,328
7,3,328
1,2,329
2,5,329
3,4,329
4,3,329
5,1,329
6,6,329
7,7,329
1,2,330
2,5,330
3,4,330
4,3,330
5,6,330
6,7,330
7,1,330
1,2,331
2,5,331
3,4,331
4,3,331
5,7,331
6,6,331
7,1,331
1,2,332
2,5,332
3,4,332
4,7,332
5,6,332
6,3,332
7,1,332
1,2,333
2,5,333
3,4,333
4,7,333
5,1,333
6,6,333
7,3,333
1,2,334
2,5,334
